identificacion,corte_mes,saldo
H9QCKG6XB01NQCZO9,2023-11-30,1338679
NYD2J0FAEI05SQVAY,2023-03-31,729303
G6R001Q73KLXUDPTV,2023-08-31,5261838
VEYQK2P1HT4EDEU8Z,2024-05-31,3359325
IAXUMLO4Y4HXEEHHC,2023-12-31,424853
UP8K03IYUM8HZ8NLC,2024-05-31,1934407
Y144TELK1D0Z0KLVV,2023-10-31,5184002
VBCVVZPLR5KW0VKDX,2024-06-30,6184568
79KX9A87LHVX4DRM4,2024-03-31,6058790
E0P3U76BSR8JVOEAS,2024-08-31,4345637
Z4HM8TL716AK8U17L,2024-11-30,2090692
IAXUMLO4Y4HXEEHHC,2024-06-30,6414678
4GM0V34SHZCQY338K,2023-05-31,1930046
MHREEFELDOONUMCHP,2023-12-31,4794697
73LDIXZVJOQFRMHNZ,2023-08-31,1751453
G6R001Q73KLXUDPTV,2024-02-29,2830239
Y6PZ8ICUVSNUUVGC6,2023-07-31,4862053
OCCKGZM8DIZCYX3CJ,2023-03-31,6293646
OQ5Y6DD3YNNZYDOK7,2024-01-31,3076506
IC9TR053SOF1562RK,2024-06-30,572104
FXIQJ8T0RNKU5YYZL,2023-02-28,4333395
Z4HM8TL716AK8U17L,2023-12-31,500824
QNCADSU9WB6X6JEXE,2024-12-31,1529127
U5I6FRV4Z2WTHAYXA,2023-04-30,4286748
9NWFWJ38XN31WBFXG,2024-01-31,5326182
Z4HM8TL716AK8U17L,2024-05-31,5714953
Z4HM8TL716AK8U17L,2023-06-30,88229
RVDHIRC8T2IA2OUOW,2024-03-31,6225167
C89YVYS8RINE8LHLO,2024-08-31,1175424
UP8K03IYUM8HZ8NLC,2023-12-31,2048662
KIULTEGOP4LWPVDNF,2024-12-31,6683474
FQJP2PBU50DG45YX3,2024-07-31,5170860
Y144TELK1D0Z0KLVV,2023-01-31,2865390
BQLAQGMLUN5Y6VU3U,2024-06-30,3111233
EX2GMK7UHXBM6P2OW,2024-05-31,3567690
YVS0D5GU52ULP7YLI,2024-01-31,2499503
A4LKAXWACFA995KE1,2024-06-30,4083841
LYQEIHF686T8C6FUH,2023-08-31,393374
A4LKAXWACFA995KE1,2024-10-31,1676385
ITDKGZGY3D1CQ22P4,2024-09-30,6317664
IHBDM8XWHP0LUZ7NR,2023-04-30,6951883
9F27PNL29KIWUI8V1,2023-01-31,5435361
DJXLPRMY5ZZMANLU6,2024-01-31,1114210
6T645BU8TYM8VGXKO,2023-09-30,5061205
GTLAUQABS3K1IHWCJ,2024-03-31,455315
E0P3U76BSR8JVOEAS,2023-09-30,692991
Z8WH1L99SI8KI6NIV,2024-04-30,6344934
OBPVWFPY1GIGMACGG,2024-11-30,4695234
D0HW4TD0CUW9XJQPX,2024-08-31,6108812
63FO2A0KBYVLDNRAA,2024-06-30,4493490
N28ZTD9G5EYTS9PZY,2024-09-30,4091302
1LFTDYT2H0I9ZG3S8,2023-02-28,58419
N28ZTD9G5EYTS9PZY,2023-12-31,6092721
J899WRG0VOOF1WON0,2024-09-30,5271437
LMHCV45KAJNLAV6CI,2024-11-30,3919961
U5I6FRV4Z2WTHAYXA,2023-11-30,6035806
SSP73CDZATG8LX9V1,2023-05-31,2150130
VBCVVZPLR5KW0VKDX,2023-03-31,4447495
N28ZTD9G5EYTS9PZY,2023-09-30,5544718
83Y10YDW1OI06N9ZM,2023-08-31,247008
63FO2A0KBYVLDNRAA,2023-04-30,4636861
R7Q4Z9AULIORDJQ9D,2024-04-30,5026359
83Y10YDW1OI06N9ZM,2024-12-31,2836041
R6XC1HPW2F2OYGFS2,2024-10-31,3878298
V2NG3GK779G8J7A0S,2023-09-30,2212381
X4YOXMSTBUXXCUOGK,2023-07-31,2521423
5VVHS1PF81H0K03QN,2024-07-31,412892
DLTTACGP89H6U008M,2023-12-31,5460189
VEYQK2P1HT4EDEU8Z,2023-12-31,2216228
E0P3U76BSR8JVOEAS,2023-11-30,4631629
V4LNPTIOKCV53PIHE,2024-07-31,4704065
ITDKGZGY3D1CQ22P4,2024-11-30,6889171
BUDE132ZGBWCF5SIZ,2023-02-28,3962639
A4LKAXWACFA995KE1,2023-04-30,274968
A4JYPUIFCGXQSH8XL,2024-07-31,4438376
XEVZL0LOYONKMBWZY,2023-07-31,4997850
K2DBNBQ09G1QCCD7W,2023-01-31,3095812
FDS0N1SJL1R9K1IB4,2023-07-31,1252165
GFMBMLM8423RIAEDD,2023-05-31,4167184
T16X6RLA2J523LYRZ,2023-06-30,1306711
K4BAGGWMVBZXC8Z0R,2024-07-31,2501431
6RNZ6V20ZBCHCCIPT,2023-10-31,3797822
EX2GMK7UHXBM6P2OW,2024-01-31,5480524
T16X6RLA2J523LYRZ,2023-11-30,6827215
BQLAQGMLUN5Y6VU3U,2024-10-31,3773793
U5I6FRV4Z2WTHAYXA,2023-01-31,493708
SUK8675QWKY38XUZB,2023-03-31,2410401
BOWGL6ZFJ8V4E620T,2023-11-30,6807023
A4LKAXWACFA995KE1,2023-08-31,996127
977FYO2GIYKZOIEB6,2023-09-30,4593976
9IL03MCKH41ZX8EVC,2023-12-31,419006
SUK8675QWKY38XUZB,2023-09-30,974623
OBPVWFPY1GIGMACGG,2024-02-29,4895874
FGGU9EADWBBLHKHYI,2024-09-30,473745
XRD31U4F7GM99U92O,2023-09-30,4517462
MUIZHHC8NUPU3856X,2024-04-30,1408780
R6XC1HPW2F2OYGFS2,2023-06-30,1956488
6RNZ6V20ZBCHCCIPT,2024-10-31,4483599
T16X6RLA2J523LYRZ,2023-04-30,6964777
R6XC1HPW2F2OYGFS2,2023-04-30,1131003
KUD4O3VLEGN7O0D3B,2023-07-31,4876066
7ZQT4ZSYX2JJH3BHK,2024-09-30,6805337
6O996AT92IZ9926S5,2023-04-30,6846590
8JB7CPERPX344FYNY,2023-02-28,5795279
RRS0030J6RHTUQ2RK,2024-04-30,627781
VNTN2FOUQHBSVRLKZ,2024-10-31,5297643
KLRH1ZESF492S056H,2023-09-30,2076358
H9QCKG6XB01NQCZO9,2023-01-31,4979337
KXDUI2BQC1ZQ25O4C,2023-06-30,5004187
AXH5M6W00RW6A1MRV,2024-03-31,775948
IC9TR053SOF1562RK,2024-11-30,4582970
KIULTEGOP4LWPVDNF,2024-09-30,1656671
XEVZL0LOYONKMBWZY,2023-01-31,144131
PEYORPWSHOAUXOPB8,2023-01-31,1022086
KUD4O3VLEGN7O0D3B,2024-12-31,5171120
K2DBNBQ09G1QCCD7W,2024-03-31,1772548
Z8WH1L99SI8KI6NIV,2023-10-31,6973944
IAXUMLO4Y4HXEEHHC,2024-02-29,1584415
IHBDM8XWHP0LUZ7NR,2024-08-31,5871902
OJQZJBSXV2EELB04H,2024-07-31,3651266
VU97XYAGZZS7LOG4E,2023-04-30,4126117
BJSA6PK9IP3QNY0GU,2024-05-31,1633027
FA2OC6FGIMI4S37PU,2024-01-31,1865348
QNCADSU9WB6X6JEXE,2024-11-30,1090578
RVDHIRC8T2IA2OUOW,2024-07-31,6009014
V2NG3GK779G8J7A0S,2024-07-31,6213878
4M67RWDJ0PY180OMY,2024-12-31,6570423
9Y4LCJDQLDU43LOK4,2023-12-31,1924681
L8NOLOQ0MHSBXLPC8,2024-12-31,4514847
ZBRHGSC2D0501QLTX,2024-03-31,1289281
7PLLCJPG8BTDR1ND3,2024-07-31,6204626
9F27PNL29KIWUI8V1,2023-07-31,3804419
2XCK13Y6KY3FTUJ0T,2024-07-31,4304578
Y6PZ8ICUVSNUUVGC6,2024-05-31,6310886
IHBDM8XWHP0LUZ7NR,2023-05-31,3531004
MGD1S17DROU71KI80,2024-01-31,15677
9IL03MCKH41ZX8EVC,2023-11-30,5128464
7PLLCJPG8BTDR1ND3,2023-06-30,6693357
BQLAQGMLUN5Y6VU3U,2024-01-31,4660498
OJQZJBSXV2EELB04H,2023-03-31,5595376
BQLAQGMLUN5Y6VU3U,2023-04-30,4285817
2XCK13Y6KY3FTUJ0T,2023-08-31,6179586
3QWPW0GFU2JIA5UE4,2023-02-28,5307552
HDTGP1H5F336COXZX,2023-11-30,5039257
PEYORPWSHOAUXOPB8,2024-04-30,3716387
DLRDFJ40BGVP9H10W,2024-11-30,3770312
SSP73CDZATG8LX9V1,2023-04-30,6116618
OQ5Y6DD3YNNZYDOK7,2023-03-31,6145053
NDN0JWDWD4PJPHKO9,2023-03-31,75498
83Y10YDW1OI06N9ZM,2023-07-31,337701
JTZWA92S5243CPZDG,2024-12-31,5948939
K4BAGGWMVBZXC8Z0R,2024-04-30,6028607
FDS0N1SJL1R9K1IB4,2024-10-31,3629748
VHX791SAUG7W7R63P,2023-01-31,4692847
OEZ236PKMC6MBM3TB,2024-03-31,6067561
XT6P8GPRWDSJSYZKR,2024-10-31,6288630
G6R001Q73KLXUDPTV,2024-05-31,663360
T16X6RLA2J523LYRZ,2024-05-31,2699777
IGOQX9XYBSRDMOZXT,2024-02-29,2169248
9DQS2WEXYFKHTNXUB,2023-03-31,3667271
GTLAUQABS3K1IHWCJ,2024-09-30,5637131
2XCK13Y6KY3FTUJ0T,2023-12-31,2999244
SSP73CDZATG8LX9V1,2023-08-31,4467846
5CS7MKN5CCCZTYEH8,2023-07-31,1608709
E0P3U76BSR8JVOEAS,2023-08-31,4438595
LATSV8PKLN0G0XSCQ,2023-05-31,1458645
1MFXZRYV4MFOBXIAJ,2023-06-30,2269674
H9QCKG6XB01NQCZO9,2024-10-31,4694755
0TQ17VI65FDDKT227,2023-02-28,1784677
XRD31U4F7GM99U92O,2023-07-31,6551837
FXIQJ8T0RNKU5YYZL,2023-03-31,5330873
D0HW4TD0CUW9XJQPX,2024-04-30,5516393
GFMBMLM8423RIAEDD,2024-12-31,5094566
FDS0N1SJL1R9K1IB4,2023-02-28,6669599
OJQZJBSXV2EELB04H,2023-07-31,79332
K4BAGGWMVBZXC8Z0R,2023-11-30,515106
XT6P8GPRWDSJSYZKR,2024-12-31,2903337
4M67RWDJ0PY180OMY,2024-11-30,4170606
375WULANW2HVOVK5J,2023-04-30,1883554
3QWPW0GFU2JIA5UE4,2023-08-31,5607093
V4LNPTIOKCV53PIHE,2023-01-31,4012462
IHBDM8XWHP0LUZ7NR,2023-12-31,5335784
T3ZXYYXXBKASGDXYG,2024-12-31,3937514
XEVZL0LOYONKMBWZY,2023-08-31,6264458
IGOQX9XYBSRDMOZXT,2024-05-31,4157940
4M67RWDJ0PY180OMY,2024-01-31,4533698
15J0ZCH8C1O665RTF,2023-12-31,1726871
51UQ4XPBN39O7QIOO,2024-06-30,5603649
ORSVN3W6R6KI4L6K7,2023-09-30,2647652
8JB7CPERPX344FYNY,2023-08-31,4343548
2XCK13Y6KY3FTUJ0T,2023-10-31,1304866
K7OLAZQZTOKBXBQVR,2024-12-31,6778258
DLTTACGP89H6U008M,2023-03-31,2392378
BJ37EOP5EGMDLO3MP,2024-06-30,2220461
HDTGP1H5F336COXZX,2024-06-30,1201841
AXH5M6W00RW6A1MRV,2024-12-31,4629381
OEZ236PKMC6MBM3TB,2024-04-30,5847506
J899WRG0VOOF1WON0,2023-03-31,5514185
KUD4O3VLEGN7O0D3B,2024-07-31,3557733
LATSV8PKLN0G0XSCQ,2023-08-31,4788213
C89YVYS8RINE8LHLO,2024-06-30,2402453
6RNZ6V20ZBCHCCIPT,2023-09-30,2437103
6O996AT92IZ9926S5,2023-08-31,1957322
XYYJ1CS2J4N0KXRG2,2024-07-31,6104337
4GM0V34SHZCQY338K,2024-12-31,3338124
R7Q4Z9AULIORDJQ9D,2023-07-31,6239058
Y6PZ8ICUVSNUUVGC6,2023-12-31,346816
RVDHIRC8T2IA2OUOW,2023-04-30,6658329
NDN0JWDWD4PJPHKO9,2024-03-31,1987739
9Y4LCJDQLDU43LOK4,2024-02-29,1282306
5P7TLU9HROJCCH8XF,2023-12-31,207546
JTZWA92S5243CPZDG,2023-09-30,4562717
MUIZHHC8NUPU3856X,2023-02-28,4810026
ORSVN3W6R6KI4L6K7,2023-05-31,1290688
R7Q4Z9AULIORDJQ9D,2023-12-31,4348422
D7UUQ6CP4DWYGZF0Z,2024-07-31,468701
FQJP2PBU50DG45YX3,2023-08-31,3911132
BUDE132ZGBWCF5SIZ,2023-11-30,3176039
GTLAUQABS3K1IHWCJ,2024-05-31,2227593
KCLWQ204AZ5D2W8QN,2024-01-31,2141716
FQJP2PBU50DG45YX3,2023-11-30,5496454
IHBDM8XWHP0LUZ7NR,2024-02-29,946922
K4BAGGWMVBZXC8Z0R,2023-09-30,3900335
7PLLCJPG8BTDR1ND3,2023-12-31,5051963
FGGU9EADWBBLHKHYI,2023-10-31,3169197
NYD2J0FAEI05SQVAY,2023-04-30,4389545
15J0ZCH8C1O665RTF,2023-04-30,1505968
OCCKGZM8DIZCYX3CJ,2024-12-31,1903585
15J0ZCH8C1O665RTF,2023-06-30,4478986
9G2XZ3XNAY7J6KTJN,2023-12-31,3437615
Z8WH1L99SI8KI6NIV,2023-09-30,6053467
UOHQ6DHPAN7V486JH,2024-02-29,4511512
977FYO2GIYKZOIEB6,2024-03-31,5545069
IC9TR053SOF1562RK,2024-08-31,4044902
LATSV8PKLN0G0XSCQ,2024-02-29,6446445
5VVHS1PF81H0K03QN,2024-01-31,5607730
XRD31U4F7GM99U92O,2024-02-29,5327009
9DQS2WEXYFKHTNXUB,2023-04-30,651498
VU97XYAGZZS7LOG4E,2023-09-30,3784873
9Y4LCJDQLDU43LOK4,2023-10-31,5693555
AERG7GPQIBQXOGOHX,2024-02-29,1757531
DJXLPRMY5ZZMANLU6,2024-05-31,5210979
3QWPW0GFU2JIA5UE4,2023-11-30,5737441
C89YVYS8RINE8LHLO,2023-04-30,6114972
NDN0JWDWD4PJPHKO9,2023-12-31,341318
ZBRHGSC2D0501QLTX,2023-03-31,5426052
869YG73INQB5W1NQT,2023-07-31,6740659
KUD4O3VLEGN7O0D3B,2023-10-31,6146409
Z4HM8TL716AK8U17L,2023-10-31,1881766
OBPVWFPY1GIGMACGG,2023-03-31,5226847
X4YOXMSTBUXXCUOGK,2023-11-30,1289484
UP8K03IYUM8HZ8NLC,2024-01-31,1377646
D0HW4TD0CUW9XJQPX,2024-07-31,5621260
BJ37EOP5EGMDLO3MP,2023-03-31,920450
LMHCV45KAJNLAV6CI,2024-04-30,3804962
1MFXZRYV4MFOBXIAJ,2024-11-30,3061211
FA2OC6FGIMI4S37PU,2023-04-30,6607450
T16X6RLA2J523LYRZ,2023-10-31,5059525
UXT0SVW2ICMQTZACJ,2024-01-31,5572373
Y144TELK1D0Z0KLVV,2024-05-31,6495972
XYYJ1CS2J4N0KXRG2,2023-05-31,1025086
FA2OC6FGIMI4S37PU,2024-08-31,1354646
BJSA6PK9IP3QNY0GU,2024-08-31,964980
SKH4GHZSBWP3QGNNK,2023-07-31,2020214
9G2XZ3XNAY7J6KTJN,2023-10-31,5364505
FGGU9EADWBBLHKHYI,2023-02-28,6411638
F5AUCVPQMIXFMLKNY,2023-04-30,207923
T3ZXYYXXBKASGDXYG,2024-04-30,4540762
LMHCV45KAJNLAV6CI,2024-07-31,2006571
ORSVN3W6R6KI4L6K7,2024-07-31,2161101
4HER62QO48L3HOLG6,2023-08-31,2042294
WLHSCECOGSRZSUK44,2024-02-29,3108972
Y9LTUSGD9M83VAB0I,2024-08-31,5186849
5SKDNN35BDFYCRZ3T,2024-11-30,6029474
IAXUMLO4Y4HXEEHHC,2023-09-30,6544667
4GM0V34SHZCQY338K,2023-07-31,2721915
WI9LBMXJ0YIBEJ357,2023-10-31,340380
7MQU99ZO49YXI2EDE,2023-09-30,3266848
K7OLAZQZTOKBXBQVR,2024-07-31,4417259
EX2GMK7UHXBM6P2OW,2023-09-30,6539080
I9WWI0Z0BQBBIKN76,2023-05-31,1267995
IC9TR053SOF1562RK,2023-05-31,5064495
3QWPW0GFU2JIA5UE4,2023-03-31,468221
1MFXZRYV4MFOBXIAJ,2023-02-28,2464282
MUIZHHC8NUPU3856X,2024-06-30,2345118
MUIZHHC8NUPU3856X,2024-02-29,6368671
WLHSCECOGSRZSUK44,2023-10-31,2676215
RVDHIRC8T2IA2OUOW,2023-06-30,6510711
OCCKGZM8DIZCYX3CJ,2023-04-30,6736020
IHBDM8XWHP0LUZ7NR,2023-02-28,3630558
UOHQ6DHPAN7V486JH,2023-05-31,1268730
E0ZB60NF3G5K4VREU,2023-12-31,1872559
E0ZB60NF3G5K4VREU,2024-04-30,1407986
DLTTACGP89H6U008M,2024-02-29,5203220
L8NOLOQ0MHSBXLPC8,2024-04-30,2260560
DWJ0GFUKS12L7Y0G9,2023-04-30,2036986
U01UYM0KLQO7ZMKXL,2024-01-31,5036700
9DQS2WEXYFKHTNXUB,2024-11-30,402965
KUD4O3VLEGN7O0D3B,2024-10-31,1829133
BQLAQGMLUN5Y6VU3U,2023-08-31,4325512
15J0ZCH8C1O665RTF,2023-02-28,1921892
UXT0SVW2ICMQTZACJ,2023-08-31,1637302
FXIQJ8T0RNKU5YYZL,2023-05-31,3316267
J899WRG0VOOF1WON0,2023-04-30,1800177
EX2GMK7UHXBM6P2OW,2023-01-31,528948
3QWPW0GFU2JIA5UE4,2024-02-29,4777318
AXH5M6W00RW6A1MRV,2023-08-31,5014760
Y9LTUSGD9M83VAB0I,2023-07-31,862783
7AQPGU50TED28A7G6,2024-07-31,3874484
RRS0030J6RHTUQ2RK,2023-10-31,1452641
V1SRV6QGJWWC8JVW0,2023-04-30,2755344
9NWFWJ38XN31WBFXG,2024-08-31,4892777
09SYGN7IXDQV5X9IP,2023-04-30,6912535
SUK8675QWKY38XUZB,2024-07-31,4248197
NYD2J0FAEI05SQVAY,2024-01-31,4909629
7AQPGU50TED28A7G6,2024-10-31,1506011
9Y4LCJDQLDU43LOK4,2023-08-31,6861469
HDTGP1H5F336COXZX,2023-02-28,4147503
DWJ0GFUKS12L7Y0G9,2023-03-31,1189856
FA2OC6FGIMI4S37PU,2023-06-30,129909
FDS0N1SJL1R9K1IB4,2024-01-31,1098467
E0P3U76BSR8JVOEAS,2024-02-29,1250511
Y9LTUSGD9M83VAB0I,2024-12-31,4878392
YVS0D5GU52ULP7YLI,2023-03-31,671644
AIQASN1W6XH7O9AI8,2023-06-30,2966551
5VVHS1PF81H0K03QN,2024-02-29,3279066
DJXLPRMY5ZZMANLU6,2023-08-31,148791
9IL03MCKH41ZX8EVC,2023-06-30,4845120
V1SRV6QGJWWC8JVW0,2024-04-30,4717492
D7UUQ6CP4DWYGZF0Z,2023-05-31,4186114
977FYO2GIYKZOIEB6,2023-05-31,4323730
YVS0D5GU52ULP7YLI,2023-01-31,2504992
ITDKGZGY3D1CQ22P4,2024-03-31,1606082
977FYO2GIYKZOIEB6,2023-11-30,5274954
K2DBNBQ09G1QCCD7W,2023-06-30,2395620
1MFXZRYV4MFOBXIAJ,2024-10-31,1724548
JTZWA92S5243CPZDG,2024-01-31,817806
X4YOXMSTBUXXCUOGK,2024-07-31,6349637
C89YVYS8RINE8LHLO,2023-07-31,6092522
IHBDM8XWHP0LUZ7NR,2024-01-31,674973
0TTW5R9RRCJ0A9E5F,2024-06-30,3967031
9G2XZ3XNAY7J6KTJN,2024-12-31,3414741
R6XC1HPW2F2OYGFS2,2024-02-29,5903900
09SYGN7IXDQV5X9IP,2023-11-30,6615922
MHREEFELDOONUMCHP,2023-10-31,455466
UP8K03IYUM8HZ8NLC,2024-03-31,6221961
KXDUI2BQC1ZQ25O4C,2024-12-31,4322893
FA2OC6FGIMI4S37PU,2024-10-31,3951320
5SKDNN35BDFYCRZ3T,2023-02-28,3856218
D0HW4TD0CUW9XJQPX,2024-11-30,6560883
HDTGP1H5F336COXZX,2024-01-31,1350900
9NWFWJ38XN31WBFXG,2023-07-31,3050499
R6XC1HPW2F2OYGFS2,2024-04-30,2134811
E0ZB60NF3G5K4VREU,2023-01-31,3165181
9DQS2WEXYFKHTNXUB,2023-12-31,215559
UXT0SVW2ICMQTZACJ,2024-12-31,942134
T3ZXYYXXBKASGDXYG,2023-02-28,2237424
DWJ0GFUKS12L7Y0G9,2023-12-31,4662786
5SKDNN35BDFYCRZ3T,2024-04-30,1391905
OCCKGZM8DIZCYX3CJ,2024-04-30,3768217
LMHCV45KAJNLAV6CI,2023-05-31,3051865
OBPVWFPY1GIGMACGG,2023-05-31,5032644
VIOMZ3660T8XTY6RC,2024-04-30,1332309
3QWPW0GFU2JIA5UE4,2023-12-31,3663262
I9WWI0Z0BQBBIKN76,2024-12-31,2251050
AIQASN1W6XH7O9AI8,2024-12-31,2476545
RVDHIRC8T2IA2OUOW,2024-04-30,5111317
L8NOLOQ0MHSBXLPC8,2023-05-31,1346820
KVXACS7SB5O59ARQP,2023-08-31,5444792
H9QCKG6XB01NQCZO9,2024-01-31,423749
LYQEIHF686T8C6FUH,2023-04-30,1039450
6N7C2M20A97S9IENG,2024-12-31,1567924
E0ZB60NF3G5K4VREU,2023-06-30,5195754
BQLAQGMLUN5Y6VU3U,2024-03-31,4476506
KUD4O3VLEGN7O0D3B,2024-03-31,4165536
0TTW5R9RRCJ0A9E5F,2023-01-31,5963402
OL2AN4Q8PF7T5DNJA,2024-03-31,3516604
BJSA6PK9IP3QNY0GU,2023-02-28,2849735
LMHCV45KAJNLAV6CI,2023-08-31,6466140
OCCKGZM8DIZCYX3CJ,2023-02-28,1831892
QNCADSU9WB6X6JEXE,2023-10-31,6577251
SUK8675QWKY38XUZB,2023-06-30,1452410
BUDE132ZGBWCF5SIZ,2024-01-31,6706622
L8NOLOQ0MHSBXLPC8,2023-02-28,2116606
K4BAGGWMVBZXC8Z0R,2024-05-31,5144394
5VVHS1PF81H0K03QN,2023-06-30,1583742
AERG7GPQIBQXOGOHX,2024-08-31,1035394
C89YVYS8RINE8LHLO,2023-01-31,4397039
0TQ17VI65FDDKT227,2024-12-31,4027741
K2DBNBQ09G1QCCD7W,2023-07-31,588516
VNTN2FOUQHBSVRLKZ,2023-11-30,231515
ZBRHGSC2D0501QLTX,2024-02-29,4393683
4M67RWDJ0PY180OMY,2024-04-30,577193
KXDUI2BQC1ZQ25O4C,2023-10-31,5130898
09SYGN7IXDQV5X9IP,2023-07-31,5409894
7ZQT4ZSYX2JJH3BHK,2023-12-31,1610571
D0HW4TD0CUW9XJQPX,2023-03-31,3543075
G6R001Q73KLXUDPTV,2024-10-31,1980047
VNTN2FOUQHBSVRLKZ,2023-06-30,4504722
63FO2A0KBYVLDNRAA,2023-06-30,4545491
6RNZ6V20ZBCHCCIPT,2024-07-31,1267359
3QWPW0GFU2JIA5UE4,2023-05-31,5457514
FBMRRTAV36KC40D1Z,2023-03-31,147746
1LFTDYT2H0I9ZG3S8,2023-10-31,1635400
IAXUMLO4Y4HXEEHHC,2024-01-31,554068
T16X6RLA2J523LYRZ,2023-05-31,800843
79KX9A87LHVX4DRM4,2023-02-28,85715
R7Q4Z9AULIORDJQ9D,2023-01-31,1585528
C89YVYS8RINE8LHLO,2023-03-31,2685470
K7OLAZQZTOKBXBQVR,2023-09-30,884162
NDN0JWDWD4PJPHKO9,2024-10-31,28438
KCLWQ204AZ5D2W8QN,2024-12-31,6147329
DJXLPRMY5ZZMANLU6,2023-12-31,1323182
D0HW4TD0CUW9XJQPX,2023-12-31,5380051
KXDUI2BQC1ZQ25O4C,2023-07-31,6179999
EX2GMK7UHXBM6P2OW,2023-04-30,6663103
7ZQT4ZSYX2JJH3BHK,2023-06-30,5740322
VHX791SAUG7W7R63P,2023-05-31,5599848
F5AUCVPQMIXFMLKNY,2024-09-30,6011988
THJ9OBJH3W6ANRCMS,2024-10-31,5134534
MUIZHHC8NUPU3856X,2023-10-31,2195064
9G2XZ3XNAY7J6KTJN,2024-03-31,2464152
C89YVYS8RINE8LHLO,2024-03-31,3892933
2XCK13Y6KY3FTUJ0T,2023-09-30,1170834
OCCKGZM8DIZCYX3CJ,2023-07-31,1132842
U01UYM0KLQO7ZMKXL,2023-10-31,6569075
LATSV8PKLN0G0XSCQ,2023-10-31,3679189
5CS7MKN5CCCZTYEH8,2024-11-30,5358620
9IL03MCKH41ZX8EVC,2024-11-30,3881413
7ZQT4ZSYX2JJH3BHK,2024-07-31,5362705
JTZWA92S5243CPZDG,2023-03-31,3447225
FBMRRTAV36KC40D1Z,2023-11-30,3953074
7ZQT4ZSYX2JJH3BHK,2023-08-31,5810556
IC9TR053SOF1562RK,2024-01-31,1429275
R7Q4Z9AULIORDJQ9D,2023-08-31,556894
I9WWI0Z0BQBBIKN76,2023-10-31,5271858
X4YOXMSTBUXXCUOGK,2023-04-30,1326953
5SKDNN35BDFYCRZ3T,2024-02-29,3323266
L8NOLOQ0MHSBXLPC8,2023-12-31,6300800
73LDIXZVJOQFRMHNZ,2023-03-31,611030
VEYQK2P1HT4EDEU8Z,2024-04-30,472060
V4LNPTIOKCV53PIHE,2023-08-31,526313
XYYJ1CS2J4N0KXRG2,2024-06-30,5727269
NDN0JWDWD4PJPHKO9,2024-01-31,1041612
T16X6RLA2J523LYRZ,2024-03-31,5493070
9F27PNL29KIWUI8V1,2023-06-30,5341829
Y144TELK1D0Z0KLVV,2024-08-31,2360058
D0HW4TD0CUW9XJQPX,2023-11-30,5765799
ORSVN3W6R6KI4L6K7,2024-01-31,4547577
Z8WH1L99SI8KI6NIV,2023-03-31,3973551
DJXLPRMY5ZZMANLU6,2024-02-29,1594962
WI9LBMXJ0YIBEJ357,2024-06-30,5217237
R7Q4Z9AULIORDJQ9D,2023-03-31,2780015
79KX9A87LHVX4DRM4,2024-04-30,852107
51UQ4XPBN39O7QIOO,2023-03-31,4091043
XYYJ1CS2J4N0KXRG2,2023-08-31,1069910
977FYO2GIYKZOIEB6,2024-07-31,804914
UOHQ6DHPAN7V486JH,2024-12-31,4693299
FQJP2PBU50DG45YX3,2024-05-31,1646797
C89YVYS8RINE8LHLO,2023-05-31,365963
KXDUI2BQC1ZQ25O4C,2023-08-31,2303576
R6XC1HPW2F2OYGFS2,2024-05-31,6103328
BJSA6PK9IP3QNY0GU,2024-03-31,3532064
T3ZXYYXXBKASGDXYG,2023-08-31,5733362
VIOMZ3660T8XTY6RC,2023-12-31,3946518
J899WRG0VOOF1WON0,2024-04-30,3314922
6N7C2M20A97S9IENG,2024-10-31,5090808
KUD4O3VLEGN7O0D3B,2024-08-31,6817329
GFMBMLM8423RIAEDD,2023-12-31,4362455
VNTN2FOUQHBSVRLKZ,2024-06-30,6546094
DLTTACGP89H6U008M,2023-10-31,4107789
ORSVN3W6R6KI4L6K7,2023-04-30,3471029
OCCKGZM8DIZCYX3CJ,2023-11-30,5599991
79KX9A87LHVX4DRM4,2023-01-31,1845627
THJ9OBJH3W6ANRCMS,2023-05-31,332230
AXH5M6W00RW6A1MRV,2024-07-31,2635052
C89YVYS8RINE8LHLO,2024-02-29,1122913
YVS0D5GU52ULP7YLI,2023-09-30,3957071
K7OLAZQZTOKBXBQVR,2024-03-31,3664327
7ZQT4ZSYX2JJH3BHK,2023-09-30,4686822
MUIZHHC8NUPU3856X,2024-10-31,5352865
XTUS49QJ4P8A8OCOB,2023-05-31,6528963
869YG73INQB5W1NQT,2023-04-30,3300354
09SYGN7IXDQV5X9IP,2023-03-31,5549391
NYD2J0FAEI05SQVAY,2024-05-31,3377660
5SKDNN35BDFYCRZ3T,2024-01-31,5009729
F5AUCVPQMIXFMLKNY,2023-03-31,1390961
869YG73INQB5W1NQT,2024-04-30,3041966
VZPJAHRX89B2CPA40,2024-06-30,2379742
VIOMZ3660T8XTY6RC,2024-06-30,3231644
F5AUCVPQMIXFMLKNY,2023-11-30,6794201
63FO2A0KBYVLDNRAA,2023-11-30,6900571
L8NOLOQ0MHSBXLPC8,2024-07-31,6478392
U01UYM0KLQO7ZMKXL,2023-03-31,4885194
VEYQK2P1HT4EDEU8Z,2024-03-31,967968
